"","ID","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","Y"
"11582",5191,100000,2,2,2,30,1,-2,-2,-1,2,0,0,0,0,1378,1209,3174,0,0,1378,0,2000,2000,0
"20170",29669,70000,1,2,1,42,4,4,4,4,4,4,59130,59831,61873,63359,64221,65706,2272,3614,3100,2500,3100,1000,1
"19202",25459,170000,2,1,2,25,0,0,0,0,0,0,170950,166243,165816,166023,96415,127480,6014,7103,5451,6000,80000,4000,0
"4131",19973,260000,2,1,1,31,0,0,0,0,0,0,263688,257381,260497,261593,264184,264598,8993,9501,9577,9584,10006,9269,0
"6668",13958,20000,2,1,2,33,1,3,3,2,2,2,16180,16635,16082,15529,16525,16110,1000,0,0,1400,0,1504,0
"5807",28638,350000,2,1,2,44,1,2,2,2,2,-1,8651,8890,1772,1957,1807,11811,1871,7,1807,0,11811,5628,1
"16125",7900,80000,2,3,1,53,0,0,0,0,0,0,66002,68679,70906,71474,72936,63912,5000,5000,3000,3000,3000,3000,0
"15264",25669,140000,2,1,2,25,1,-2,-2,-1,-1,-1,-74,-770,-1466,522,142,-554,0,0,3000,0,0,0,1
"6223",16550,150000,1,1,2,29,2,0,0,0,0,0,7562,10609,14101,17523,18914,28516,3500,4000,4000,2000,10000,4000,0
"18805",27712,230000,2,2,2,24,0,0,2,0,0,0,64929,65093,59349,56418,52950,49439,6000,0,3000,2000,1500,3000,0
"18290",20373,20000,1,2,2,22,1,2,2,0,0,0,15471,16211,16752,17471,17830,19230,1300,1100,1300,649,1698,861,0
"334",10340,460000,1,1,2,28,0,0,-1,-1,-1,0,17919,13041,9681,3284,732,2732,1500,9681,3284,732,2000,0,0
"196",29818,50000,1,2,2,40,2,0,0,2,0,0,11058,12479,13876,13444,13367,13282,2000,2000,1000,1000,1000,2000,1
"6564",3909,50000,1,2,2,24,0,0,0,0,0,0,47530,46155,28650,19659,19802,19699,1537,1679,688,713,858,660,0
"12943",25761,360000,2,1,1,31,-2,-1,-1,-2,-2,-2,-4,434,0,0,0,0,438,0,0,0,0,0,1
"10828",24138,150000,1,0,2,28,0,0,0,0,-1,-1,15855,27241,20818,9864,3957,2205,18056,4065,1058,3976,2216,0,0
"7305",29356,200000,1,1,2,29,1,2,0,0,0,0,7885,7613,9318,10297,17321,21263,0,2003,2063,8000,4033,2199,1
"2801",9876,150000,2,2,1,34,-2,-2,-2,-2,-2,-2,316,1801,1139,2246,5435,466,1801,1139,2246,5435,466,316,0
"3078",24577,230000,1,1,2,33,0,0,0,0,0,0,56754,57171,56150,57074,50670,50652,3000,2100,2300,2000,2000,2000,0
"5700",15741,140000,2,2,2,27,2,2,3,2,0,0,137582,145941,142243,138383,131645,123840,12100,0,0,6000,5000,6000,0
"9127",9809,230000,2,1,2,32,-1,0,-1,-1,-1,-1,441,28641,713,1344,3786,6571,28200,720,1344,4674,6571,1814,0
"7325",16067,50000,2,2,1,39,3,3,2,0,0,0,52714,51593,50492,47633,18283,18610,0,0,5000,3000,1000,2000,1
"13601",1423,130000,2,2,2,24,0,0,0,0,0,0,122750,118319,61466,48288,48898,49699,4966,2034,1710,1765,2000,2672,0
"3259",20648,200000,1,3,2,37,0,0,0,0,0,0,103715,104025,97749,99168,58256,59313,3942,4949,4800,2256,2313,2194,0
"4423",6149,300000,2,1,2,37,1,2,0,0,0,0,34085,29305,25945,22318,18636,15374,0,1380,753,630,1000,500,0
"13463",5449,50000,1,1,2,49,0,0,0,0,0,0,47754,48648,8868,9044,9234,9418,2280,1500,323,335,337,500,0
"13680",13660,220000,2,2,2,26,0,0,0,0,0,-1,57222,160712,210445,74138,1808,95818,107789,54539,1483,1808,94020,2581,0
"20932",21448,200000,2,1,2,28,1,-1,3,2,2,-2,0,344,344,344,0,0,344,0,0,0,0,250,0
"16806",27581,320000,1,1,2,55,2,2,2,2,0,0,200545,205973,211323,202240,122963,125465,9600,9500,0,4253,4332,4300,1
"6421",29795,500000,1,2,1,39,-2,-2,-2,-2,-2,-2,1777,23800,297,9342,3518,5597,23800,297,9342,3518,5597,717,0
"2904",29116,20000,2,2,1,59,3,2,3,2,2,4,8803,11137,10672,11201,12721,11946,2800,0,1000,2000,0,0,1
"19659",15007,240000,2,2,1,35,-2,-2,-2,-2,-2,-2,3862,1780,0,0,0,0,1783,0,0,0,0,2500,0
"598",14433,140000,1,2,1,41,0,0,0,0,0,0,82309,92682,103265,117188,113368,119194,12682,13265,17188,10000,15000,0,0
"1272",7787,90000,2,2,2,25,2,2,2,0,0,0,41757,42797,41814,42813,43571,46350,2001,0,2000,1600,3500,0,1
"3825",15823,20000,2,3,1,26,0,0,0,2,0,0,15271,16707,20601,19952,19586,18528,2000,4500,0,671,700,2000,1
"8192",351,90000,1,1,2,26,0,0,-1,0,0,-1,39128,20473,1940,1940,0,23101,1541,4200,0,0,23101,3000,0
"3921",15501,50000,1,2,1,28,2,2,2,0,0,0,47237,50632,49546,49448,19887,38212,4500,0,1713,1003,699,800,1
"6762",17277,400000,2,1,1,33,-2,-2,-2,-2,-2,-2,-4,1054,1420,-20,-20,-20,1058,1427,0,0,0,0,0
"12758",18049,90000,1,3,1,44,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
"18737",9585,100000,1,2,1,44,2,2,2,2,0,0,30094,31111,31407,30603,31411,32089,1800,1100,0,1300,1200,1400,1
"13268",9772,310000,2,1,1,30,0,0,0,0,0,0,27289,28020,31140,27695,17338,17731,1489,4415,1084,491,540,4000,0
"7138",11171,130000,2,2,2,24,2,2,-1,0,0,-2,1176,0,41,1062,-201,-201,0,41,1021,0,0,0,1
"1026",22436,360000,2,1,2,38,0,0,0,2,0,0,254900,259974,268459,271691,277226,283210,9300,14200,9200,10000,10403,11900,0
"1383",14366,90000,2,1,2,26,2,0,0,0,0,0,89526,89149,85301,65463,65923,67269,3400,3325,2300,2400,2400,2400,1
"6350",21240,550000,1,5,1,37,0,0,0,0,0,0,452600,364447,318029,91903,91010,70045,16025,14407,3512,3506,2512,125020,1
"6733",16526,300000,1,1,2,26,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
"6893",12552,250000,2,1,2,29,-1,-1,-1,0,-1,-1,17949,9863,6942,2779,2497,2830,9863,6955,2517,2497,2830,10809,0
"2850",27936,50000,2,2,2,28,0,0,0,0,2,0,23318,24327,25360,27929,27184,27752,1398,1431,3000,0,1155,1025,0
"519",11543,30000,1,2,1,26,-2,-2,-2,-2,-1,0,-201,349,-199,0,199,199,550,0,199,199,0,3915,0
"17853",3183,50000,1,3,1,49,0,-1,-1,-1,0,0,2522,1173,-88,2912,390,390,1173,0,3000,0,0,780,0
"17177",19715,360000,2,1,2,28,0,0,-2,-1,0,-1,5446,-8,-8,4635,3875,1034,0,0,4643,1019,1039,984,0
"16435",11397,50000,2,2,2,32,1,2,0,0,0,0,49340,48297,49255,8838,9011,9872,0,3000,1000,1000,1000,1000,0
"675",398,50000,2,2,2,22,-2,-2,-2,-2,-2,-2,0,0,0,848,0,632,0,0,848,0,632,0,0
"7361",9256,110000,2,1,2,28,1,-1,-1,-1,0,0,-100,200,400,46952,48455,47324,500,400,46952,3000,3000,2000,1
"18070",18677,500000,2,1,2,29,-1,0,0,0,0,0,14217,33651,33134,34571,36003,37416,20000,18000,20000,20000,20007,20007,0
"12787",6723,560000,1,1,1,47,-1,-1,-1,-1,-1,-1,10501,69458,23445,105199,47519,73537,69803,23560,109726,48237,74014,19443,0
"11338",18824,210000,2,2,2,27,-2,-1,0,0,0,0,542,22366,23816,24303,16742,3187,22366,1816,1303,0,0,0,1
"3139",14204,140000,2,2,1,27,0,0,0,0,0,0,125273,125756,111799,107375,104299,106280,6000,6000,3910,3936,3871,3841,1
"19207",21907,330000,2,2,1,27,-2,-2,-2,-2,-2,-1,0,0,0,0,0,2234,0,0,0,0,2234,1000,0
"6170",27670,30000,2,2,2,24,1,2,2,0,0,0,26690,27954,27226,28427,28752,28447,2000,0,2000,1000,1100,1500,0
"12519",26195,160000,2,3,1,45,-2,-2,-2,-2,-2,-2,2869,2357,5608,1851,2801,3268,2361,5608,1851,2801,3268,2096,0
"20175",15525,80000,1,2,2,36,0,0,2,2,0,0,79673,79353,80107,78323,45985,45434,7100,2600,371,1904,1801,1801,0
"2436",17217,360000,2,3,2,30,-1,2,2,-1,-1,-1,780,780,390,3115,8069,390,390,0,3115,8069,390,5716,0
"12654",26354,70000,2,3,2,30,-1,2,0,0,0,0,71521,68041,68607,27870,28219,28810,0,2332,1751,1100,1034,1272,0
"19859",6896,260000,1,1,2,29,1,2,-1,-1,-1,-2,56536,23827,29423,37900,-3400,-4000,778,29423,10000,0,0,24450,0
"2603",22925,20000,2,2,1,37,-1,-1,-1,-1,-1,0,425,1626,460,360,1520,1160,1629,460,360,1520,0,2233,0
"10966",6566,180000,1,2,2,28,0,0,0,0,0,0,78128,81976,83338,90031,93692,96100,5000,4000,8000,5000,4000,5500,0
"8281",10877,300000,2,1,2,36,1,-2,-2,-1,2,-1,-78,-78,-78,1222,1072,4689,0,0,1300,0,4689,0,1
"2072",1839,110000,2,2,2,36,0,0,0,0,0,0,116486,105604,96945,74171,70012,62256,4353,3294,5000,8300,5000,5000,0
"1451",1546,240000,2,2,1,44,-1,-1,-1,-1,-1,-1,3313,7458,2329,4267,2404,4243,7458,2335,4267,2404,4243,2952,1
"16533",5424,100000,2,1,2,27,-1,-1,-1,-1,-1,-1,3904,398,931,5983,2010,1413,400,931,5983,2010,1413,3655,0
"1377",3622,210000,2,2,1,36,0,0,0,0,0,0,54717,55522,54929,55696,54773,51616,2017,1900,1900,1925,1845,1886,0
"8533",23294,100000,2,2,2,31,-2,-2,-2,-2,-2,-2,4576,1872,2511,3333,2765,900,1872,2517,3339,2765,900,2575,1
"5879",24262,200000,1,2,1,30,0,0,0,0,0,0,143266,113676,116355,117802,116296,60792,6000,6000,5000,6000,3000,1611,1
"3485",1561,50000,2,2,1,48,0,0,0,0,0,0,10929,13262,14273,14555,14860,15155,2526,1237,519,538,541,560,0
"11612",17486,50000,2,3,2,41,2,2,2,2,2,2,23043,24064,24981,25473,25857,26298,1700,1600,1200,1100,1000,0,1
"14624",1156,350000,2,2,1,29,-1,-1,-1,-1,-1,-1,8760,5882,9845,4677,5767,6532,5932,9908,4692,5787,6548,4863,0
"9189",5573,140000,2,2,1,62,0,0,0,0,0,0,142250,142172,141738,141524,141845,142150,5200,5100,5000,5200,5100,5200,0
"13117",8605,60000,1,2,2,25,0,0,0,0,0,0,56598,47311,25227,26039,27493,26416,3000,2000,1500,2000,1500,1500,0
"12013",11628,150000,2,1,2,27,-1,-1,-1,0,0,-2,222,3,3359,2924,0,0,3,3461,261,0,0,0,0
"1554",12022,80000,1,3,1,52,1,2,2,2,2,2,13701,13034,4119,2705,2855,1411,0,1200,0,1411,0,390,1
"14101",18073,10000,1,2,2,29,1,2,2,2,2,0,8393,9069,8019,5819,5626,5621,1000,2000,1000,0,2000,1000,0
"20469",18344,30000,2,2,2,22,0,0,0,0,0,-1,18424,18905,15037,2986,4212,1161,1311,1065,1000,1226,1161,748,0
"5143",17032,50000,2,3,2,23,2,2,2,2,2,2,41740,42755,43878,42877,45701,46720,2000,2100,0,3850,1900,1600,1
"14125",10337,20000,1,2,2,57,0,0,0,0,0,0,20104,19887,19486,19501,19274,19703,3000,1500,1600,900,900,600,0
"14332",2087,110000,1,2,1,36,2,2,2,2,2,2,57135,55648,59518,57964,66995,65762,0,4803,0,10000,0,7195,1
"12211",17293,280000,2,1,1,36,0,0,0,0,0,0,157424,161596,166680,170691,14988,16776,6000,6500,6000,1000,2000,2012,0
"2124",27250,50000,1,2,2,30,1,-1,-1,-1,0,0,0,676,-104,9732,9927,9339,676,0,10500,337,333,407,0
"20801",9769,50000,2,3,2,61,1,2,0,0,2,0,47731,45925,47041,49180,47500,48479,0,2200,3600,0,1763,1725,1
"10688",28617,50000,2,2,1,41,0,0,0,0,0,0,9172,10184,11204,12214,12458,12719,1172,1192,1202,446,462,464,0
"9752",18915,120000,2,2,1,28,1,2,0,0,0,0,60188,58467,59760,60990,61960,65233,0,3000,3000,3000,5000,0,1
"8676",6824,90000,2,2,1,51,0,0,0,0,0,0,112577,105189,97048,88247,88564,90145,4000,3330,3087,3162,4496,4003,1
"232",8309,80000,1,1,2,25,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
"16106",16009,50000,2,1,2,22,0,0,0,0,0,0,15787,17486,17823,18495,18266,18631,2250,1587,1259,765,773,476,0
"13011",993,80000,2,2,2,27,0,0,0,0,0,0,57376,58649,59873,61077,62394,63655,2200,2200,2200,2300,2300,2600,0
"19740",28602,200000,2,2,1,41,0,-1,-1,-1,0,0,6981,678,1287,54531,55229,56836,1000,1350,54531,2200,2500,2300,0
"2331",15771,30000,2,2,2,24,0,0,0,0,0,0,26581,27080,26759,27186,27208,27234,1500,1445,1425,1000,1000,2000,1
"15700",10864,150000,2,2,2,24,-2,-2,-2,-2,-2,-2,1563,5689,490,0,2893,0,5689,494,0,2893,0,499,0
"9837",7583,100000,2,1,1,32,-1,-1,-1,-1,-1,0,380,380,380,380,425,1045,380,380,380,425,1000,0,1
"4408",26105,140000,2,1,2,27,-1,-1,-1,0,-1,-1,2116,11028,9778,6417,1831,7126,11033,9803,1004,1831,7126,2121,0
"20881",3491,80000,1,1,1,45,-1,-1,-1,-1,-1,-1,1473,1473,24770,3366,1473,44314,1473,24770,3366,1473,44314,4000,1
"10501",1938,360000,2,2,2,27,0,0,0,0,0,0,238971,245515,248969,253896,259403,264352,10381,9036,9066,9576,9426,9435,1
"16629",19229,30000,2,1,1,32,-1,-1,-1,-2,-2,-2,3684,2911,5831,2083,2903,3874,2911,5842,2088,2903,3874,3201,0
"2224",20663,130000,1,1,1,42,0,0,0,0,0,0,23970,23181,18912,19960,81985,80189,1288,1700,2000,63000,2885,3000,0
"10609",6185,150000,1,1,2,31,0,-1,-1,0,0,0,64378,14054,140230,98674,107664,111561,14127,140951,10000,10000,5219,50005,0
"15189",1918,240000,2,2,2,26,0,0,0,0,0,0,184501,177846,167934,169133,175175,146093,7627,6003,5504,10158,6000,6012,0
"17280",17996,240000,1,1,2,32,-2,-2,-2,-2,-2,-2,3162,3162,3124,3162,3162,3162,3162,3124,3200,3162,3162,3131,0
"10101",25644,300000,2,2,2,42,-2,-2,-1,0,0,0,-904,1096,928,2264,3090,5056,2000,1072,1500,1000,2000,1000,0
"703",5959,350000,1,1,1,55,-1,-1,-1,-1,-1,-1,5961,6318,1485,788,15015,666,6326,1485,788,15015,666,0,0
"15235",12939,200000,2,2,2,29,0,0,0,0,0,0,180016,166678,128324,128334,131104,133762,6073,6100,5000,5000,5000,5100,0
"14000",23116,30000,2,3,2,47,0,0,0,0,0,0,29851,30451,28115,23092,24829,10400,1500,1695,2000,2000,2000,0,0
"17645",17989,50000,1,2,3,48,2,2,2,2,2,0,42850,42850,45741,45694,45645,46457,1000,3900,1000,1000,1700,4500,1
"8460",29781,100000,1,2,2,29,0,0,-1,-1,-1,-1,51183,-1478,1261,1044,-217,522,0,4000,1044,0,2000,2000,0
"19422",14641,230000,2,1,1,32,-2,-2,-2,-2,-2,-2,700,1428,600,0,0,0,1428,600,0,0,0,0,0
"9556",3764,70000,2,2,2,22,0,0,0,0,0,-1,68247,68263,22551,16008,0,13180,2120,1010,328,0,13180,2000,0
"2981",24843,380000,1,2,1,43,0,-1,-1,0,0,0,112118,96297,243301,259176,47494,129274,96778,243301,21066,2137,110000,50110,0
"11100",10135,50000,2,1,1,22,-1,0,0,0,0,-1,5856,8725,10000,17916,6789,150,3005,2700,7916,0,150,198,0
"14085",20836,280000,1,2,2,33,-2,-2,-2,-2,-2,-2,0,2650,3294,3640,2720,7598,2650,3294,3640,2720,7598,4434,0
"182",4801,50000,1,3,1,22,0,0,0,0,0,0,46450,47599,48456,44546,43256,13342,2200,2016,2009,2092,1020,1018,0
"19402",26060,200000,2,1,1,39,-1,-1,-1,-1,-1,-1,25149,14963,9308,3060,6016,3480,15084,9354,3082,6046,3497,3514,0
"15668",21846,170000,2,2,2,25,0,0,0,0,0,0,26151,24019,26013,24471,23496,25333,3000,5000,2000,2000,5000,895,1
"17874",1402,30000,1,2,1,36,2,2,0,0,0,0,30573,28473,29083,28313,28932,29565,0,2000,940,1000,1106,0,0
"1659",7484,310000,2,2,1,42,-2,-2,-2,-2,-2,-1,-606,44878,19950,79227,20097,25594,45484,20033,79520,94,25910,10933,0
"12939",23197,140000,2,3,1,39,0,0,0,0,0,0,73166,66565,76412,70091,63279,56854,3112,20000,3043,2359,2187,1706,0
"9029",20501,430000,1,1,2,29,-2,-2,-2,-2,-2,-2,325,325,325,0,325,650,325,325,0,325,650,150,0
"8523",10886,50000,1,3,1,47,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
"3915",5929,200000,2,2,2,25,-2,-2,-1,-1,0,-1,22701,7940,9855,24091,24583,7354,0,10145,24091,492,7354,9694,0
"5478",24658,180000,1,2,1,43,-1,-1,-1,-1,-1,-1,2745,3873,3275,2347,3020,2193,3884,3284,2354,3029,2199,12553,0
"3560",14232,80000,1,4,2,28,1,2,0,0,0,0,87377,84962,68301,32106,32776,31832,62,2145,1300,1310,1500,1215,0
"16159",2166,360000,2,2,1,38,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
"4314",22707,230000,2,2,2,31,-2,-2,-2,-2,-2,-2,-18,3919,6164,3612,7756,4906,3937,6164,3612,7761,4906,3632,0
"20220",8420,110000,1,2,1,46,0,0,0,0,2,0,44953,47315,46997,50740,49115,49529,3087,1769,4512,0,1930,1601,1
"7121",19131,90000,2,1,2,30,2,2,2,2,2,2,15979,17414,16846,20559,19933,21454,2000,0,4000,0,2000,0,1
"16724",29599,70000,1,2,1,39,0,0,0,0,0,0,71059,71998,71229,70747,68154,69815,5000,4792,3000,3019,8010,7000,1
"19118",29557,80000,1,1,2,33,2,2,2,2,2,2,98677,89056,87525,78266,74967,66512,0,8000,0,5000,0,2428,1
"8211",21468,230000,2,1,2,26,0,0,0,0,0,0,166511,159766,142435,136502,122572,110839,6722,6500,6020,4056,4000,4500,0
"6515",3173,230000,1,2,1,35,0,0,0,0,0,-1,176853,180639,180117,179717,124117,182717,10000,5000,0,5000,189600,10000,0
"7754",4359,50000,2,1,2,25,1,-2,-2,-2,-2,-1,0,0,0,0,0,550,0,0,0,0,550,0,1
"20643",17162,100000,2,2,2,30,0,0,0,0,0,0,85841,74564,78351,79030,56016,36210,4000,5000,3006,2023,3000,1500,0
"7165",2601,130000,2,3,2,36,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
"1210",9384,360000,2,1,1,28,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
"5788",15238,290000,2,1,1,30,0,0,0,0,0,0,53476,52089,49979,36439,33231,32131,2009,2569,1532,987,1002,1035,0
"5193",12957,100000,1,2,2,28,0,0,0,0,-2,-1,180765,64653,10388,3762,1434,12609,3018,1400,3786,1774,12714,38665,0
"16568",22201,30000,2,2,1,31,0,0,0,0,0,0,24358,23798,23071,23496,26562,27346,3000,4000,3000,5000,5000,3000,0
"14346",25278,170000,2,1,2,27,-1,0,0,0,0,0,41977,38895,39698,38330,39602,39922,1650,4500,4000,4000,3000,3000,0
"20023",20111,220000,2,1,2,36,-2,-2,-2,-1,2,0,637,0,0,300,300,728,0,0,365,0,578,198,1
"8135",1328,180000,2,2,2,25,0,0,0,0,2,2,4745,5765,6631,8386,8109,8820,1257,1123,1878,0,1000,0,0
"10345",18506,310000,2,2,2,27,0,0,0,0,0,0,60692,63668,68612,73441,123966,127957,4000,6000,6000,52000,6000,5500,0
"15657",2914,200000,2,1,1,45,-2,-2,-2,-2,-2,-2,1417,12643,3977,0,2500,199,12660,3977,0,2500,199,2944,0
"8522",5944,100000,2,1,1,38,0,0,0,0,0,0,66762,68566,65132,48738,51020,51948,5000,2436,3000,3000,2000,3000,0
"19013",28590,370000,2,3,1,35,-1,-1,0,-1,0,0,5886,4821,6823,26501,32774,32645,8190,6000,27011,15004,10000,10000,0
"4211",14404,290000,1,3,2,43,-2,-2,-1,0,0,0,170823,174650,123514,125973,128608,127976,8050,123514,4274,4426,4859,5407,0
"10968",11167,140000,1,1,1,35,1,2,0,0,2,2,91296,88979,97448,105795,103988,110769,0,10000,10000,0,8500,4100,0
"16284",3685,140000,2,2,1,26,0,0,0,0,0,0,129996,132004,127275,48724,48875,49667,7000,5000,2000,2000,2000,2000,0
"13487",16962,280000,1,3,1,52,0,0,0,0,0,0,247868,251246,258032,263163,267083,272706,9000,10842,10928,9700,10000,10125,1
"536",29634,200000,1,2,2,31,-1,-1,2,-1,-1,-1,5433,20516,7973,6202,8549,6251,20710,23,6228,8574,6269,6411,0
"11180",20826,80000,1,2,1,31,0,0,0,0,0,0,78356,70664,62223,26400,27201,27363,2600,2036,1500,1201,1500,2000,0
"20520",2743,220000,2,1,1,40,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,12096,0
"227",29418,50000,1,2,2,28,0,0,0,0,0,0,48591,48896,48587,37211,28248,28430,2300,2000,1432,988,1600,1600,0
"17731",854,140000,2,2,2,23,0,0,0,0,0,0,44733,44144,44739,43455,43980,44614,2100,2027,1800,1600,1750,1700,0
"5418",27698,140000,2,2,1,24,0,0,0,0,0,0,62755,64001,65341,66674,68003,69424,2285,2365,2413,2431,2514,3000,0
"9971",6374,100000,1,1,1,52,4,5,4,3,2,0,101762,102832,100328,97883,96238,96160,3504,0,0,0,3469,3422,1
"3238",15313,180000,2,1,1,46,0,0,-2,-2,-2,-2,184650,0,0,0,0,0,0,0,0,0,0,0,0
"16506",2659,180000,2,1,1,46,1,2,2,2,2,2,82505,86302,84020,97554,95878,112141,6000,0,15000,0,18000,0,0
"97",6125,360000,1,1,2,32,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
"4303",22281,220000,2,1,2,29,0,0,0,0,0,0,206879,211037,215139,218513,131660,134346,9100,9000,7887,4800,4900,6000,1
"19171",26972,240000,1,2,1,37,0,0,0,0,0,0,11278,14070,15535,17734,19734,8561,3000,2000,3000,2000,2000,0,0
"12593",27400,280000,1,2,1,45,-1,-1,-1,-1,-1,-1,1207,1207,1207,1207,1207,1207,1207,1207,1207,1207,1207,1207,0
"12353",657,290000,2,3,2,27,0,0,0,0,-1,-1,13820,15614,16293,7760,2000,0,2000,1300,0,2000,1000,0,0
"19123",25750,130000,2,3,1,43,0,0,0,0,0,0,126965,130067,129385,96775,98071,97743,6739,5540,4403,3814,3562,4021,1
"14097",14311,140000,2,1,1,36,0,0,0,0,0,0,72462,75297,76441,78171,79757,81427,4000,3000,3000,3000,3000,7500,0
"2965",14386,50000,2,2,2,43,1,2,0,0,0,0,48777,47331,48010,24331,25553,26733,0,2000,1000,2000,2000,2000,0
"2851",16228,30000,2,3,1,43,1,2,0,0,0,0,32577,29268,26897,23352,18738,15236,0,1468,1564,591,489,388,0
"68",18328,20000,2,1,2,28,0,-1,-1,2,0,0,4647,3567,20330,13463,9192,7315,5057,17000,0,0,0,1183,0
"15812",19681,120000,2,2,1,34,0,-1,-1,-1,-1,-1,8505,4086,6389,4520,8708,1520,4086,6389,4520,8708,1520,1520,0
"2437",7831,140000,1,2,1,34,-1,-1,-1,-1,-1,-1,711,711,711,10976,711,711,711,711,10976,711,711,291,1
"9956",26771,200000,1,1,2,29,-1,-1,-1,-1,-1,-1,3773,3990,9048,4700,800,4082,4029,9048,4700,800,4082,0,0
"10720",10522,100000,1,2,1,51,3,4,3,2,2,2,56002,55557,54083,54601,55585,57027,1000,0,2000,2000,2500,0,1
"10677",23541,360000,2,2,2,45,-2,-1,2,2,-2,-2,0,2500,2500,0,0,0,2500,0,0,0,0,0,0
"15571",14651,210000,1,1,2,31,2,-1,-1,0,-1,-1,1172,380,1552,776,776,1359,380,1552,0,776,1359,20302,0
"2494",12578,120000,2,2,1,44,0,0,0,0,0,0,16407,17433,18444,18810,19218,21385,1296,1307,673,711,2500,793,0
"9019",27713,280000,2,1,2,25,-2,-2,-2,-2,-2,-2,985,500,500,0,500,4778,505,500,0,500,4778,4898,0
"20915",1069,200000,1,1,2,40,-1,-1,-1,-1,-1,-1,2159,760,2775,22813,10526,326,1086,2775,22813,10526,326,573,0
"15273",24034,100000,1,1,2,26,0,0,0,0,0,0,91189,93383,96301,90858,92724,96030,3500,4300,4400,4000,4700,5000,0
"11767",3111,100000,1,2,1,35,0,0,0,0,0,0,81415,80759,79755,81209,60720,74375,4000,3000,3004,2278,15000,3000,0
"19462",26884,500000,1,1,1,34,1,-1,-1,2,-1,-1,0,198,198,198,115397,120250,198,0,0,115399,6211,2054,1
"11251",4706,150000,2,2,3,41,1,-2,-2,-1,-1,-1,0,0,0,3355,962,821,0,0,4026,962,821,380,0
"18453",6483,190000,1,2,2,26,0,0,0,0,0,0,155260,136185,139013,140035,146365,148961,7416,6900,5100,10000,5500,6700,0
"5771",19214,200000,2,1,2,31,-2,-2,-2,-2,-2,-2,6024,2180,2750,0,1060,2000,2180,2750,0,1060,2000,1060,0
"6501",11144,180000,2,2,2,34,0,0,0,0,0,0,115700,119834,121342,124337,127181,130147,6000,5000,5000,5000,6000,5000,0
"6163",6809,160000,2,2,2,30,0,0,0,0,0,0,124178,118255,111807,107418,90471,86363,4507,4000,3500,3300,3500,3000,0
"17523",5158,130000,1,1,2,29,0,0,0,0,0,0,81907,83620,85327,87021,88843,90618,3034,3096,3112,3222,3250,3357,1
"11919",13245,220000,2,1,1,41,-1,0,-1,-1,-1,-2,30038,22411,7141,3070,2609,10273,1089,7161,4072,2613,10322,511,0
"9465",19377,500000,2,4,2,38,-2,-2,-2,-2,-2,-2,2252,2265,24667,40626,9255,8659,2265,24905,40827,30844,8695,3532,0
"14943",361,500000,2,2,2,23,4,3,2,0,0,0,507726,509229,499936,505507,484612,419643,10000,0,14000,16500,16000,19000,1
"16191",21043,350000,1,1,1,41,0,0,0,0,0,0,24297,25299,26329,27343,27886,28470,1411,1441,1455,998,1033,1038,0
"17180",26508,300000,2,1,2,52,-1,-1,0,-1,0,0,583,111383,111665,14325,11416,10523,111665,3000,14325,0,0,9927,0
"3405",26683,20000,1,1,2,27,0,0,0,0,0,0,39628,20571,19089,19658,19453,19108,1610,1323,1600,830,700,674,0
"15751",1783,160000,1,2,1,28,0,0,2,2,0,0,62312,66965,67648,66020,67386,68336,5856,2311,0,2377,2000,1881,0
"15249",15826,20000,2,2,2,26,0,0,0,0,0,0,16932,17938,18798,19347,8007,4890,1596,1456,1005,160,98,0,0
"8231",3212,40000,2,3,1,49,1,-2,-2,-2,-2,-1,0,0,0,0,0,150,0,0,0,0,150,159,0
"19411",6900,160000,2,3,1,38,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
"14485",23427,20000,2,2,1,29,2,2,2,0,0,0,19098,19953,18756,19968,15333,10056,1474,0,2403,0,6000,0,0
"15822",15147,70000,2,1,2,23,2,2,0,0,0,0,72593,70828,74271,70467,50700,49329,0,7463,2200,2840,1781,1812,1
"19029",2951,80000,1,2,1,42,2,0,0,0,0,0,80586,77960,79804,75299,76933,78953,3000,3200,3000,3400,3300,3500,0
"3736",3892,80000,2,3,1,45,0,0,-2,-2,-2,-2,80250,0,0,0,0,0,0,0,0,0,0,0,0
"8632",25848,320000,2,4,3,32,-1,-1,-1,-1,0,0,1145,4133,2488,21222,15115,27279,4135,2488,21238,5000,15000,545,0
